platform,developer,releasedate,metascore
WII,Konami,16-Mar-10,46
WII,Icon Games,14-Jun-10,46
X360,Taito Corporation,5-May-10,46
WII,THQ,20-Apr-10,46
X360,K2 LLC,30-Mar-10,46
PS3,Ubisoft Vancouver,1-Jun-10,46
DS,1st Playable Productions,7-Dec-10,46
WII,Next Level Games,16-Nov-10,46
X360,Konami,3-Nov-10,46
PC,Little Green Men,15-Dec-10,46
X360,Black Lantern Studios,26-May-10,46
PS3,Zombie Studios,19-Oct-10,45
WII,High Voltage Software,6-Jul-10,45
X360,City Interactive,29-Jun-10,45
PS3,Epicenter Studios,19-Oct-10,45
X360,"Phantagram, FeelPlus",29-Jun-10,45
PS3,Asobo Studio,14-Sep-10,45
PSP,GungHo,30-Mar-10,45
WII,Paon Corporation,19-Jul-10,45
PC,Tragnarion Studios,9-Apr-10,44
PS3,Hit Maker,23-Feb-10,44
PC,"TGC, Profenix Studio",10-Mar-10,44
PC,Sonic Boom,20-Jul-10,44
PS3,"THQ Australia, THQ Studio Australia",2-Nov-10,43
PS3,Tecmo,28-Sep-10,43
PS3,Artificial Mind and Movement,25-Jun-10,43
WII,"Digital Leisure Inc., Digital Leisure",4-Jan-10,43
X360,Artificial Mind and Movement,25-Jun-10,43
DS,LucasArts,26-Oct-10,43
X360,Game Republic,27-Jul-10,42
X360,"Pipeworks Software, Inc.",18-Nov-10,42
X360,Telltale Games,26-Oct-10,42
PS3,ZootFly,30-Mar-10,42
WII,High Voltage Software,4-May-10,41
WII,"Hudson, NATSUME ATARI Inc.",26-Oct-10,41
X360,Sega Studios San Francisco,4-May-10,41
X360,Load Inc.,12-May-10,41
WII,Next Level Games,22-Jun-10,41
WII,Electronic Arts,16-Nov-10,41
X360,3D Realms,23-Jun-10,41
PS3,Game Republic,27-Jul-10,41
PS3,Sega Studios San Francisco,4-May-10,41
WII,"Atari, ImaginEngine, Atari SA",5-Oct-10,41
X360,Artech Studios,15-Jun-10,40
WII,Big Blue Bubble Inc.,4-Jan-10,40
X360,Sidhe Interactive,2-Nov-10,40
X360,ZootFly,1-Apr-10,40
X360,Ubisoft Milan,4-Nov-10,40
PS3,Telltale Games,26-Oct-10,39
WII,"Majesco Games, Majesco",18-May-10,39
WII,Hudson Soft,9-Nov-10,39
PSP,"Team Ninja, Tecmo",30-Mar-10,38
X360,Panic Button,18-May-10,38
WII,"Eighting, Takara Tomy",12-Nov-10,38
PC,Mamba Games,15-Jun-10,38
PS3,EA Bright Light,16-Nov-10,38
X360,Ubisoft Vancouver,1-Jun-10,38
X360,EA Bright Light,16-Nov-10,38
X360,Tecmo,28-Sep-10,37
PC,EA Bright Light,16-Nov-10,37
PS3,Sumo Digital,12-Oct-10,36
PC,Parallax Software,8-Nov-10,36
PS3,SCE Japan Studio,7-Sep-10,36
X360,PlayFirst,20-Oct-10,36
PS3,Seven45 Studios,19-Oct-10,36
X360,Seven45 Studios,19-Oct-10,36
X360,Crave,29-Nov-10,36
DS,Hudson Soft,9-Nov-10,36
X360,Sumo Digital,13-Oct-10,35
WII,"Climax Group, Climax Studios",21-Sep-10,34
X360,Farsight Studios,18-Nov-10,33
PS3,Frozen Codebase,29-Apr-10,33
DS,Tantatus,14-Sep-10,33
X360,"Buka Entertainment, Targem Games",28-Sep-10,33
X360,"THQ Australia, THQ Studio Australia",2-Nov-10,33
X360,Ubisoft,4-Nov-10,32
PS3,PlayFirst,23-Nov-10,31
WII,Nordcurrent,26-Apr-10,30
X360,THQ,14-Sep-10,28
WII,Stickmen Studios,3-May-10,28
X360,AI,18-Nov-10,26
WII,Microforum,9-Aug-10,21
WII,Hands-On Mobile,8-Feb-10,21
WII,Coresoft Inc.,17-May-10,18
PS3,Rocksteady Studios,18-Oct-11,96
X360,Bethesda Game Studios,11-Nov-11,96
PC,Valve Software,18-Apr-11,95
X360,Valve Software,19-Apr-11,95
PS3,Valve Software,19-Apr-11,95
X360,Rocksteady Studios,18-Oct-11,94
PC,Bethesda Game Studios,10-Nov-11,94
3DS,GREZZO,19-Jun-11,94
PS3,BioWare,17-Jan-11,94
WII,Nintendo,20-Nov-11,93
PS3,Bethesda Game Studios,11-Nov-11,92
PS3,Naughty Dog,1-Nov-11,92
PS3,Bluepoint Games,27-Sep-11,92
WII,UBlart Montpellier,15-Nov-11,92
PS3,Media Molecule,18-Jan-11,91
X360,Turn 10,11-Oct-11,91
PC,Rocksteady Studios,21-Nov-11,91
X360,Epic Games,20-Sep-11,91
PS3,Visual Concepts,4-Oct-11,90
PS3,Electronic Arts,27-Sep-11,90
X360,Electronic Arts,27-Sep-11,90
PS3,SCEA San Diego Studios,8-Mar-11,90
X360,Visceral Games,25-Jan-11,90
3DS,Nintendo,13-Nov-11,90
PC,Nixxes Software,23-Aug-11,90
3DS,Intelligent Systems,8-Dec-11,90
X360,"Genki, Bluepoint Games",8-Nov-11,90
PS3,PLAYDEAD,19-Jul-11,90
PC,Creative Assembly,15-Mar-11,90
X360,Visual Concepts,4-Oct-11,90
X360,From Software,4-Oct-11,89
PS3,Eidos Montreal,23-Aug-11,89
PS3,Team Bondi,17-May-11,89
PC,Electronic Arts,27-Sep-11,89
PS3,"Genki, Bluepoint Games",8-Nov-11,89
PC,EA DICE,25-Oct-11,89
X360,Zen Studios,12-Oct-11,89
PS3,Visceral Games,25-Jan-11,89
X360,Eidos Montreal,23-Aug-11,89
X360,Team Bondi,17-May-11,89
PS3,From Software,4-Oct-11,89
X360,"Infinity Ward, Sledgehammer Games",8-Nov-11,88
PC,PLAYDEAD,2-Aug-11,88
PC,Ubisoft Montreal,22-Mar-11,88
PSP,Laughing Jackal,8-Feb-11,88
PS3,"Infinity Ward, Sledgehammer Games",8-Nov-11,88
X360,Hello Games,14-Dec-11,88
PC,CD Projekt Red Studio,17-May-11,88
DS,Game Freak,6-Mar-11,87
PS3,Codemasters,24-May-11,87
PSP,Square Enix,14-Feb-11,87
X360,Codemasters,24-May-11,87
PC,Visceral Games,25-Jan-11,87
PC,Eagle Dynamics,22-Apr-11,87
PS3,UBlart Montpellier,15-Nov-11,87
DS,Game Freak,6-Mar-11,87
X360,UBlart Montpellier,15-Nov-11,87
PC,Supergiant Games,16-Aug-11,86
X360,Treasure,14-Sep-11,86
PC,Crytek,22-Mar-11,86
X360,NetherRealm Studios,19-Apr-11,86
PS3,Electronic Arts,13-Sep-11,86
X360,Iron Galaxy Studios,24-Aug-11,86
PS3,Iron Galaxy Studios,23-Aug-11,86
X360,Harmonix Music Systems,25-Oct-11,86
X360,Supergiant Games,20-Jul-11,86
PC,Codemasters,23-May-11,86
X360,EA Canada,1-Mar-11,86
PC,Visual Concepts,4-Oct-11,86
X360,Electronic Arts,13-Sep-11,86
PC,EA DICE,13-Dec-11,86
DS,Atlus,22-Feb-11,85
PS3,PopCap,8-Feb-11,85
3DS,Capcom,27-Mar-11,85
PS3,EA DICE,25-Oct-11,85
PS3,Crytek,22-Mar-11,85
DS,GREZZO,28-Sep-11,85
X360,Capcom,15-Feb-11,85
PC,Mode 7 Games,26-May-11,85
X360,EA Sports,5-Oct-11,85
3DS,"Retro Studios, Entertainment Analysis & Development Division",4-Dec-11,85
X360,"Frozenbyte, Inc.",21-Dec-11,85
PS3,"Frozenbyte, Inc.",20-Dec-11,85
WII,Electronic Arts,29-Mar-11,85
PC,"LucasArts, BioWare",20-Dec-11,85
PC,Volition Inc.,14-Nov-11,84
X360,Crytek,22-Mar-11,84
PC,Zachtronics Industries,2-Mar-11,84
PS3,Capy Games,12-Apr-11,84
X360,Ubisoft,2-Mar-11,84
PS3,EA Canada,1-Mar-11,84
PS3,Ready at Dawn,13-Sep-11,84
X360,2K Czech,15-Mar-11,84
X360,EA DICE,25-Oct-11,84
X360,Housemarque,27-Apr-11,84
PC,"Capcom, QLOC",7-Jul-11,84
PC,Sports Interactive,20-Oct-11,84
PC,2x2 Games,15-Nov-11,84
PS3,Capcom,15-Feb-11,84
PS3,Capcom,20-Sep-11,84
PS3,Guerrilla,22-Feb-11,84
X360,Double Fine Productions,9-Feb-11,84
X360,Codemasters,20-Sep-11,84
PS3,NetherRealm Studios,19-Apr-11,84
WII,Gaijin Games,13-Sep-11,84
X360,"Epic Games, People Can Fly",22-Feb-11,84
X360,Zen Studios,13-Dec-11,84
X360,Volition Inc.,15-Nov-11,84
PC,Sega,27-Sep-11,84
PC,"Edmund McMillen, Florian Himsl",28-Sep-11,84
PC,"Frozenbyte, Inc.",7-Dec-11,84
PC,Trion Worlds,1-Mar-11,84
X360,Capy Games,13-Apr-11,84
X360,Q Entertainment,14-Jun-11,84
PC,Slightly Mad Studios,29-Mar-11,84
X360,Capcom,20-Sep-11,84
PS3,"Epic Games, People Can Fly",22-Feb-11,83
PC,"Blue Byte, Related Designs",17-Nov-11,83
X360,EA DICE,13-Dec-11,83
DS,Capcom,11-Jan-11,83
PC,Robot Entertainment,11-Oct-11,83
PS3,Ubisoft,28-Jun-11,83
DS,Arc System Works,25-Apr-11,83
X360,Treasure,12-Oct-11,83
PC,Re-Logic,16-May-11,83
X360,Obsidian Entertainment,19-Jul-11,83
PS3,Insomniac Games,6-Sep-11,83
PS3,Sucker Punch,7-Jun-11,83
PS3,Housemarque,14-Jun-11,83
PC,Giant Army,29-Apr-11,83
DS,Level 5,18-Oct-11,83
X360,Twisted Pixel Games,13-Jul-11,83
PS3,Double Fine Productions,8-Feb-11,83
PC,Nicalis,22-Nov-11,83
DS,HAL Labs,19-Sep-11,83
PC,Rockstar Leeds,8-Nov-11,83
3DS,Terry Cavanagh,29-Dec-11,83
PS3,EA DICE,6-Dec-11,83
PC,BioWare,11-Oct-11,83
PC,Codemasters,19-Sep-11,83
PC,KING Art,28-Oct-11,82
PS3,Codemasters,20-Sep-11,82
3DS,Nicalis,8-Nov-11,82
X360,"Jellyvision, Iron Galaxy Studios",8-Feb-11,82
PS3,Volition Inc.,15-Nov-11,82
WII,RedLynx,15-Sep-11,82
X360,Slightly Mad Studios,29-Mar-11,82
X360,Double Fine Productions,22-Jun-11,82
PC,"Wadjet Eye Games, Joshua Nuernberger",24-Feb-11,82
X360,Sega,14-Dec-11,82
PS3,2K Czech,15-Mar-11,82
X360,EA Sports,12-Jul-11,82
PS3,Q-Games,1-Mar-11,82
PC,BioWare,8-Mar-11,82
PS3,BioWare,8-Mar-11,82
3DS,Vicarious Visions,16-Oct-11,82
DS,Capcom,10-Mar-11,82
PC,Uber Entertainment,24-Jan-11,82
PC,"Epic Games, People Can Fly",21-Feb-11,82
PC,Obsidian Entertainment,19-Jul-11,82
PS3,Just Add Water,27-Dec-11,82
X360,343 Industries,15-Nov-11,82
PS3,BioWare,11-Oct-11,82
PC,Squid In A Box,16-Nov-11,82
PS3,"Jellyvision, Iron Galaxy Studios",8-Feb-11,82
PS3,EA Sports,12-Jul-11,82
X360,Atlus,26-Jul-11,82
PC,Freebird Games,1-Nov-11,81
X360,Runic Games,9-Mar-11,81
X360,Avalanche Studios,14-Sep-11,81
PSP,Die Gute Fabrik,8-Nov-11,81
PS3,Obsidian Entertainment,19-Jul-11,81
PS3,Ubisoft Montpellier,13-Sep-11,81
X360,Obsidian Entertainment,25-Oct-11,81
DS,WayForward,9-May-11,81
PS3,Slightly Mad Studios,29-Mar-11,81
X360,Signal Studios,17-Aug-11,81
X360,Southend Interactive,5-Jan-11,81
PS3,EA Sports,4-Oct-11,81
PS3,Crytek,4-Oct-11,81
X360,Crytek,4-Oct-11,81
X360,id Software,4-Oct-11,81
PC,Transhuman Design,4-Sep-11,81
WII,Gaijin Games,28-Feb-11,81
3DS,Nintendo,9-Sep-11,81
PC,Recoil Games,15-Nov-11,81
X360,Ska Studios,6-Apr-11,81
PC,Tribute Games,7-Nov-11,81
DS,TOSE,18-Jan-11,81
WII,Nnooo,29-Sep-11,81
PC,"Final Form Games, LLC",8-Jun-11,81
PC,Paradox Interactive,5-Apr-11,81
X360,"Certain Affinity, Bungie",15-Mar-11,81
WII,"Jellyvision, Iron Galaxy Studios",8-Feb-11,81
PS3,Q Entertainment,27-Sep-11,81
PS3,Ubisoft,19-Apr-11,81
PS3,id Software,4-Oct-11,81
PC,Nadeo,14-Sep-11,81
WII,Toys for Bob,16-Oct-11,81
PC,Trendy Entertainment,18-Oct-11,81
PC,Battlefront.com,17-May-11,81
PC,Manic Game Studios,20-Jun-11,81
PSP,Dakko Dakko,2-Jun-11,81
PS3,Trendy Entertainment,18-Oct-11,80
PS3,Capcom,15-Nov-11,80
PC,11 bit studios,8-Apr-11,80
X360,Ubisoft Montreal,15-Nov-11,80
PC,Traveller's Tales,18-Nov-11,80
PS3,Ubisoft Montreal,15-Nov-11,80
PC,Techland,5-Sep-11,80
X360,Ubisoft Reflections,6-Sep-11,80
PC,Ubisoft Montreal,29-Nov-11,80
X360,Ubisoft Montpellier,27-Jul-11,80
PS3,Nippon Ichi Software,6-Sep-11,80
PS3,EA Mobile,4-Jan-11,80
PS3,Avalanche Studios,13-Sep-11,80
PS3,Capcom,7-Jun-11,80
PS3,Electronic Arts,29-Mar-11,80
PC,Wargaming.net,12-Apr-11,80
PC,Relic,28-Feb-11,80
PS3,Konami,27-Sep-11,80
PC,The Lordz Games Studio,11-Jul-11,80
PS3,Ubisoft,18-Oct-11,80
PC,Ubisoft Reflections,27-Sep-11,80
X360,Electronic Arts,29-Mar-11,80
PC,Alientrap,29-Apr-11,80
PS3,Sega,20-Dec-11,80
X360,SNK Playmore,22-Nov-11,79
X360,Double Fine Productions,11-Oct-11,79
3DS,Team Ninja,24-May-11,79
PC,Out Of The Park Developments,23-Jun-11,79
PS3,Doctor Entertainment,28-Jun-11,79
PC,Pendulo Studios,21-Apr-11,79
PC,Stunlock Studios,13-Jan-11,79
PSP,Falcom,28-Mar-11,79
PSP,Enigma Software Productions,3-Jan-11,79
X360,Robot Entertainment,5-Oct-11,79
PC,Gaslamp Games,13-Jul-11,79
WII,Konami,15-Nov-11,79
PS3,Recoil Games,27-Sep-11,79
X360,Capcom,15-Nov-11,79
PS3,Atlus,26-Jul-11,79
PS3,Ubisoft Reflections,6-Sep-11,79
DS,DreamRift,16-Mar-11,79
PC,id Software,3-Oct-11,79
X360,Treyarch,3-May-11,79
X360,BioWare,8-Mar-11,79
PC,Stairway Games,20-Sep-11,79
X360,Zen Studios,31-Aug-11,79
PS3,Visceral Games,25-Jan-11,79
PC,The Sims Studio,18-Oct-11,79
PS3,Treyarch,28-Jul-11,79
WII,Blue Tongue Entertainment,22-Feb-11,79
3DS,WayForward,22-Dec-11,79
PS3,EA Tiburon,30-Aug-11,79
PS3,Ryu ga Gotoku Studios,15-Mar-11,78
X360,Toys for Bob,16-Oct-11,78
X360,EA Tiburon,30-Aug-11,78
PS3,Sucker Punch,25-Oct-11,78
X360,Hothead Games,4-Jan-11,78
DS,ArtePiazza,14-Feb-11,78
PC,Zeboyd Games,13-Jul-11,78
PS3,Eidos Montreal,18-Oct-11,78
PS3,Crystal Dynamics,22-Mar-11,78
X360,Frontier Developments,11-Oct-11,78
X360,Capcom,28-Jun-11,78
PC,Reality Pump,30-Sep-11,78
X360,PopCap,19-Oct-11,78
X360,Treyarch,1-Feb-11,78
PS3,Zoe Mode,29-Mar-11,78
X360,UGA,5-Oct-11,78
PC,"Infinity Ward, Sledgehammer Games",8-Nov-11,78
X360,Konami,27-Sep-11,78
X360,Treasure,4-May-11,78
PSP,Square Enix,21-Mar-11,78
PC,Nicalis,6-Jan-11,78
3DS,Atlus,23-Aug-11,78
X360,Project Aces,11-Oct-11,78
PS3,Ignition Entertainment,16-Aug-11,78
PC,"Haemimont, Haemimont Games",30-Aug-11,78
X360,Treyarch,28-Jun-11,78
DS,City Interactive,1-Mar-11,78
3DS,Ubisoft,22-Mar-11,77
PC,Sega,3-Nov-11,77
PC,Stainless Games,8-Mar-11,77
X360,Ubisoft,8-Nov-11,77
PSP,"Rovio Mobile, Abstraction Games, Rovio Entertainment",4-Jan-11,77
PSP,Bullets,18-Apr-11,77
PS3,Grasshopper Manufacture,21-Jun-11,77
X360,Epic Games,13-Dec-11,77
PS3,PomPom Games,21-Jun-11,77
PC,"THQ, 1C, 1C Company",25-Feb-11,77
PS3,Evolution Studios,3-May-11,77
X360,"Sega, Sonic Team",1-Nov-11,77
X360,Sega AM2,26-Oct-11,77
X360,Cave,4-Nov-11,77
WII,HAL Labs,24-Oct-11,77
3DS,Arika,17-Nov-11,77
X360,Trendy Entertainment,19-Oct-11,77
PS3,SNK Playmore,22-Nov-11,77
X360,Lionhead Studios,1-Mar-11,77
PC,TimeGate Studios,4-May-11,77
X360,Ubisoft,18-Oct-11,77
DS,Firebrand Games,19-Apr-11,77
X360,Traveller's Tales,11-Nov-11,77
PC,Black Hole Games,13-Oct-11,77
PSP,SCEA San Diego Studios,7-Mar-11,77
X360,Digital Reality,7-Sep-11,77
X360,"Haemimont, Haemimont Games",18-Oct-11,77
X360,Twisted Pixel Games,13-Sep-11,77
PC,Konami,27-Sep-11,77
X360,Smudged Cat Games,15-Jun-11,77
PC,"Gamethunks, Goldhawk Interactive",4-Nov-11,77
PC,Stainless Games,15-Jun-11,77
PSP,Arc System Works,30-May-11,77
X360,Zen Studios,20-Apr-11,77
PC,The Sims Studio,22-Mar-11,77
PC,Fatshark AB,31-May-11,77
X360,Blue Tongue Entertainment,22-Feb-11,77
X360,Microsoft Game Studios,16-Mar-11,77
DS,TOSE,19-Sep-11,77
PS3,Toys for Bob,16-Oct-11,77
PS3,Project Aces,11-Oct-11,77
X360,Shadow Planet Productions,3-Aug-11,76
PC,Ubisoft Montpellier,17-Aug-11,76
PS3,Traveller's Tales,11-Nov-11,76
PC,Avalanche Studios,26-Oct-11,76
PS3,Vanguard Games,28-Jun-11,76
X360,Opus,29-Jun-11,76
X360,Grasshopper Manufacture,21-Jun-11,76
PSP,Zallag,18-Jan-11,76
PC,Traveller's Tales,22-Mar-11,76
DS,CyberConnect2,27-Sep-11,76
WII,Traveller's Tales,11-Nov-11,76
PS3,Telltale Games,3-May-11,76
DS,Saturnine Games,21-Jul-11,76
X360,Eidos Montreal,18-Oct-11,76
PC,Capy Games,22-Sep-11,76
WII,Traveller's Tales,22-Mar-11,76
PS3,Sega,1-Nov-11,76
PS3,DrinkBox Studios,8-Feb-11,76
PS3,Q-Games,25-Oct-11,76
PSP,Bulkypix,15-Mar-11,76
X360,TimeGate Studios,20-Apr-11,76
PS3,Digital Reality,6-Sep-11,76
PS3,Arc System Works,15-Mar-11,76
X360,BioWare,11-Oct-11,76
PC,Tripwire Interactive,13-Sep-11,76
PC,Mediatonic,31-Jan-11,76
DS,"Gearbox Software, WayForward",11-Oct-11,76
PS3,Ubisoft Montreal,9-Mar-11,76
PS3,PopCap,15-Nov-11,76
PC,Overkill Software,20-Oct-11,76
PS3,Traveller's Tales,22-Mar-11,76
PC,Reality Pump,3-Feb-11,76
X360,Relic,6-Sep-11,76
PSP,Cohort Studios,19-Jul-11,76
PSP,Mediatonic,4-Oct-11,76
WII,High Impact Games,2-Aug-11,76
PSP,Open Emotion Studios,19-Apr-11,76
DS,Halfbrick Studios,22-Feb-11,75
PC,Spiderweb Software,2-May-11,75
PS3,Telltale Games,15-Feb-11,75
PC,"DTP Entertainment, Cranberry Production",19-Apr-11,75
PC,Volition Inc.,6-Jun-11,75
3DS,Gaijin Games,13-Sep-11,75
PC,Telltale Games,23-Jun-11,75
X360,Day 1 Studios,21-Jun-11,75
PSP,ITL,20-Sep-11,75
PC,Secret Base,18-Jul-11,75
DS,PopCap,15-Nov-11,75
PC,Blendo Games,23-Jan-11,75
X360,THQ,29-Mar-11,75
X360,Stainless Games,15-Jun-11,75
PS3,Headstrong Games,25-Oct-11,75
PC,Lionhead Studios,17-May-11,75
PC,Uncanny,23-Sep-11,75
PC,Soldak Entertainment,22-Feb-11,75
PS3,THQ,29-Mar-11,75
3DS,Namco Bandai Games,22-Mar-11,75
3DS,Shin'en,5-Dec-11,75
X360,Arc System Works,16-Feb-11,75
PS3,Ubisoft,6-Dec-11,75
PC,Spicy Horse,14-Jun-11,75
X360,Ignition Entertainment,16-Aug-11,75
PC,Straandlooper,27-Apr-11,75
PC,Pendulo Studios,21-Apr-11,75
X360,Ubisoft Montreal,8-Mar-11,75
PS3,Housemarque,27-Sep-11,75
PC,Egosoft,15-Dec-11,75
DS,Lexis Numerique,10-Jan-11,75
X360,Traveller's Tales,22-Mar-11,75
PSP,System Prisma,30-Aug-11,74
PC,Telltale Games,17-Feb-11,74
PSP,SCE Japan Studio,12-Apr-11,74
PC,"Two Tribes, Mobigame",11-Aug-11,74
3DS,Hudson Soft,2-Oct-11,74
DS,Level 5,26-Aug-11,74
PC,MinMax Games Ltd.,19-Jun-11,74
PSP,Konami,8-Nov-11,74
DS,Arc System Works,23-May-11,74
PC,Tindalos Interactive,22-Aug-11,74
DS,Kiloo,18-Aug-11,74
PC,Visual Concepts,8-Mar-11,74
PS3,Avalanche Software,21-Jun-11,74
X360,UTV Ignition Games,28-Sep-11,74
PC,Arrowhead Game Studios,25-Jan-11,74
X360,Namco Bandai Games,29-Jun-11,74
WII,Ubisoft,7-Oct-11,74
PS3,Gust,27-Sep-11,74
PS3,Stainless Games,14-Jun-11,74
PC,Relic,5-Sep-11,74
X360,Vanguard Games,11-May-11,74
WII,Firebrand Games,24-Mar-11,74
PC,Day 1 Studios,21-Jun-11,74
PS3,Day 1 Studios,21-Jun-11,74
PS3,Blue Tongue Entertainment,22-Feb-11,74
PS3,UTV Ignition Games,27-Sep-11,74
PC,ACE Team,7-Sep-11,74
PC,Nemesys,6-May-11,74
PS3,Fatshark AB,23-Aug-11,74
PS3,Ratloop Asia Pte Ltd,18-Oct-11,74
WII,Yuke's,22-Nov-11,74
PC,Bit Barons,17-Mar-11,74
PC,Overhaul Games,12-Oct-11,73
X360,Traveller's Tales,10-May-11,73
PS3,Traveller's Tales,10-May-11,73
PC,Eidos Montreal,18-Oct-11,73
PC,Straandlooper,25-Aug-11,73
PS3,"Rudolf Kremers, Alex May",4-Oct-11,73
PC,Traveller's Tales,24-May-11,73
PC,Wadjet Eye Games,12-Oct-11,73
PS3,"Playbrains, Fuel Industries",11-Oct-11,73
PS3,Examu,19-Apr-11,73
DS,PopCap,14-Mar-11,73
WII,Traveller's Tales,10-May-11,73
PC,Flying Wild Hog,13-Sep-11,73
X360,Sidhe Interactive,18-Oct-11,73
WII,Shin'en,30-May-11,73
X360,Frontier Developments,15-Nov-11,73
3DS,Konami,25-Mar-11,73
PC,Digital Reality,21-Nov-11,73
X360,Certain Affinity,7-Sep-11,72
X360,ACE Team,31-Aug-11,72
PS3,Namco Bandai Games,2-Aug-11,72
PC,Murudai,17-Jun-11,72
PS3,FeelPlus,16-Aug-11,72
PC,Croteam,22-Nov-11,72
PC,Swing Swing Submarine,19-Aug-11,72
PC,WBIE,11-Jan-11,72
X360,Konami,6-Jul-11,72
X360,Avalanche Software,21-Jun-11,72
PS3,Capcom Vancouver,11-Oct-11,72
3DS,The Sims Studio,18-Oct-11,72
X360,Obsidian Entertainment,21-Jun-11,72
PS3,Yuke's,22-Nov-11,72
PS3,Splash Damage,10-May-11,72
DS,Tanukii Studios,11-Aug-11,72
PC,Wizarbox,22-Feb-11,72
PC,Obsidian Entertainment,20-Jun-11,72
PC,"Eden Studios, Eden",8-Feb-11,72
PS3,Visual Concepts,8-Mar-11,72
PC,Brightside Games,12-Jan-11,72
X360,"Eurocom Entertainment Software, Eurocom",1-Nov-11,72
PS3,"Eurocom Entertainment Software, Eurocom",1-Nov-11,72
X360,Capcom Vancouver,11-Oct-11,72
PC,Kalypso,27-Sep-11,72
PC,"Phantom EFX, Inc., Phantom EFX",14-Apr-11,72
PC,SimBin,18-Nov-11,72
PC,Bright Future GmbH,18-Oct-11,72
X360,Larian Studios Games,12-Apr-11,72
DS,Alien After All,18-Apr-11,72
3DS,Nintendo,27-Mar-11,71
X360,Volition Inc.,7-Jun-11,71
PC,Telltale Games,28-Mar-11,71
PC,"Playbrains, Fuel Industries",15-Nov-11,71
PS3,Techland,6-Sep-11,71
3DS,Nintendo,27-Mar-11,71
PS3,"Over the Top Games, EA 2D",19-Apr-11,71
X360,Yuke's,22-Nov-11,71
3DS,Nintendo,27-Mar-11,71
X360,Techland,6-Sep-11,71
X360,Catnip Games,13-Jul-11,71
PS3,Volition Inc.,7-Jun-11,71
X360,Brightside Games,12-Jan-11,71
PC,Walk Thru Walls Studios,21-Dec-11,71
PSP,Team GrisGris,22-Nov-11,71
3DS,THQ,22-Nov-11,71
3DS,Traveller's Tales,11-Nov-11,71
X360,Double Fine Productions,6-Apr-11,71
PC,Interwave Studios,22-Sep-11,71
3DS,Traveller's Tales,10-May-11,71
PC,Jellyvision,8-Feb-11,71
PS3,Sega AM2,25-Oct-11,71
PC,Santa Ragione,6-Oct-11,71
3DS,Project Aces,15-Nov-11,71
PS3,Obsidian Entertainment,21-Jun-11,71
PC,Cranberry Studios,8-Feb-11,71
PSP,"Shift, Bandai Namco Games",15-Mar-11,71
PS3,Hothead Games,22-Mar-11,71
3DS,Monster Games Inc.,27-Mar-11,71
X360,Halfbrick Studios,10-Aug-11,71
PSP,HexaDrive,29-Mar-11,71
PC,Telltale Games,29-Apr-11,71
PC,Straandlooper,22-Sep-11,70
X360,The Sims Studio,18-Oct-11,70
PC,Gas Powered Games,16-Aug-11,70
X360,Sega,10-May-11,70
PC,Coffee Stain Studios,15-Apr-11,70
PS3,Overkill Software,18-Oct-11,70
PS3,The Sims Studio,18-Oct-11,70
WII,Electronic Arts,26-Sep-11,70
PC,Bohemia Interactive,16-Oct-11,70
WII,"Treyarch, Sledgehammer Games",8-Nov-11,70
X360,Sumo Digital,18-May-11,70
PC,Smestorp Limited,10-Jun-11,70
PS3,Insomniac Games,18-Oct-11,70
X360,Ubisoft,7-Oct-11,70
PS3,Relic,6-Sep-11,70
PS3,THQ,25-Oct-11,70
PC,Colossal Order,22-Feb-11,70
PC,Splash Damage,9-May-11,70
WII,Deep Silver,29-Mar-11,70
PC,The Sims Studio,31-May-11,70
PC,Reakktor Media,13-Jul-11,70
PC,Obsidian Entertainment,22-Feb-11,70
WII,Snap Dragon Games,8-Nov-11,70
DS,"Mastertronic, V5 Play Studio",28-Sep-11,70
PS3,Sumo Digital,1-Jun-11,70
PSP,THQ,28-Mar-11,70
PS3,Laughing Jackal,20-Sep-11,70
X360,Treyarch,23-Aug-11,70
X360,Spicy Horse,14-Jun-11,70
PS3,Dark Energy Digital,1-Nov-11,70
X360,Kaos Studios,15-Mar-11,70
PS3,TimeGate Studios,26-Jul-11,70
PC,Iridium Studios,20-Oct-11,70
X360,THQ,28-Jun-11,70
PC,Digital Extremes,14-Mar-11,70
PS3,"Eurocom Entertainment Software, Eurocom",25-Oct-11,70
PC,"Paradox Interactive, AGEOD",7-Jun-11,70
PC,Red Redemption,28-Feb-11,70
X360,Team Bondi,21-Jun-11,70
PS3,Kaos Studios,15-Mar-11,70
PC,Paradox Development Studio,13-Sep-11,70
PS3,"Eden Studios, Eden",8-Feb-11,70
X360,Sarbakan Inc.,30-Nov-11,70
PS3,Spicy Horse,14-Jun-11,70
PS3,Reality Pump,25-Jan-11,70
PC,Spyn Doctor,25-Apr-11,69
WII,Disney Interactive Studios,21-Jun-11,69
X360,Starfire Studios,9-Nov-11,69
PSP,Infinite Dreams Inc.,16-May-11,69
PS3,"Seed Studios, Lda",2-Jun-11,69
PC,Black Box,15-Nov-11,69
DS,Traveller's Tales,11-Nov-11,69
X360,Adventure Planning Service,27-Apr-11,69
PS3,WayForward,6-Sep-11,69
3DS,Griptonite Games,15-Nov-11,69
PC,Toxic Games,17-Dec-11,69
X360,Codemasters,7-Jun-11,69
PC,State of Play Games,9-May-11,69
PC,Astrum Nival,11-May-11,69
